prayer,create_date,answer_date,category,answer,display_count
How can I ensure I do not miss my appointments?, 11-Nov-2021, 12-Nov-2021,none,,
Tension between Robin and Kim during their discussion, 08-Nov-2021, 09-Nov-2021,none,,
Our time together with Karli at craft market, 08-Nov-2021, 09-Nov-2021,none,,
Time together with Kim and Karli at Rooster Cogburn's today, 07-Nov-2021, 08-Nov-2021,none,,
"Karli in Casas MSM today! Work in her heart, may others show her love", 06-Nov-2021, 07-Nov-2021,none,,
Movies with Karli, 03-Nov-2021, 04-Nov-2021,none,,
Swimming with Karli, 03-Nov-2021, 04-Nov-2021,none,,
Planting saguaro with Karli, 03-Nov-2021, 04-Nov-2021,none,,
"Catch my feelings that Robin is judgemental about Karli, Kim, and", 03-Nov-2021, 04-Nov-2021,none,,
Providing funds for Kim's travel expenses, 03-Nov-2021, 04-Nov-2021,none,,
Meshing our schedule today with Kim's arrival, 02-Nov-2021, 03-Nov-2021,none,,
Cancellation of PT this morning, 02-Nov-2021, 03-Nov-2021,none,,
"Breakfast and a great time with Karli, Kim, and Anthony today", 02-Nov-2021, 03-Nov-2021,none,,
"Steinklinkers today, participants and how I show up", 01-Nov-2021, 02-Nov-2021,none,,
Testing the RTC campaigns, 01-Nov-2021, 02-Nov-2021,none,,
My hike today up the Upper Javelina, 01-Nov-2021, 02-Nov-2021,none,,
Karli's accompaniment with me to worship rehearsal, 01-Nov-2021, 02-Nov-2021,none,,
"Activities for Anthony, Kim, and Karli during their visit?", 01-Nov-2021, 02-Nov-2021,none,,
Insurance coverage for additional PT sessions?, 01-Nov-2021, 02-Nov-2021,none,,
Strengthen my knee today so my hike is good and has no detriment, 29-Oct-2021, 30-Oct-2021,none,,
Resting knee today preparing for hiking the Tortolita Preserve, 28-Oct-2021, 29-Oct-2021,none,,
Testing RTEC SPP, 28-Oct-2021, 29-Oct-2021,none,,
Lift kit for Promaster?, 28-Oct-2021, 29-Oct-2021,none,,
Readiness for hiking the Tortolita Preserve, 27-Oct-2021, 28-Oct-2021,none,,
Healing for Mike's neck surgery, 27-Oct-2021, 28-Oct-2021,none,,
I want to wrap up all the IS pieces for our FB marketing play, 27-Oct-2021, 28-Oct-2021,none,,
Increase my walking distance and strengthen my knee, 21-Oct-2021, 22-Oct-2021,none,,
Connection with my daughter Kimberly and my granddaughter Karli, 21-Oct-2021, 22-Oct-2021,none,,
Surgery for the mole on my back, 19-Oct-2021, 20-Oct-2021,none,,
What project can I do at church? Bird roosting?, 17-Oct-2021, 18-Oct-2021,none,,
Success for Bob's heart operation and quick recovery, 10-Oct-2021, 11-Oct-2021,none,,
Help me get my knee back on track, 10-Oct-2021, 11-Oct-2021,none,,
"My knee, Lord, that I have done no damage to it", 10-Oct-2021, 11-Oct-2021,none,,
"That I didn't overdo it on yesterday's cactus rescue, that knee is ok", 09-Oct-2021, 10-Oct-2021,none,,
Hike today and the Upper Javelina tomorrow?, 09-Oct-2021, 10-Oct-2021,none,,
Robin good for dinner and Asleep at the Wheel tonight, 07-Oct-2021, 08-Oct-2021,none,,
Asleep at the Wheel tonight! Comfort for knee., 07-Oct-2021, 08-Oct-2021,none,,
Recovery of gastrointestinal flare up for Robin, 07-Oct-2021, 08-Oct-2021,none,,
Dentist appointment for replacement of temporary root canal filling, 07-Oct-2021, 08-Oct-2021,none,,
Medicare and insurance coverage of knee and hernia surgeries, 07-Oct-2021, 08-Oct-2021,none,,
Knee strength and safety for TCSS cactus rescue Saturday; saguaro?, 07-Oct-2021, 08-Oct-2021,none,,
"Straight knee, fully bent knee", 07-Oct-2021, 08-Oct-2021,none,,
Knee surgery follow up tomorrow, 06-Oct-2021, 07-Oct-2021,none,,
Cactus rescue Saturday?, 06-Oct-2021, 07-Oct-2021,none,,
"Dermatologist today, may all go well", 06-Oct-2021, 07-Oct-2021,none,,
A/C for the garage?, 05-Oct-2021, 06-Oct-2021,none,,
"Lord, I feel sick to my stomach because of my knee; help me feel good", 27-Sep-2021, 28-Sep-2021,none,,
Help me with physical therapy today, 26-Sep-2021, 27-Sep-2021,none,,
Help me walk today, 26-Sep-2021, 27-Sep-2021,none,,
Heal my stomach (hiccups) and knee, 25-Sep-2021, 26-Sep-2021,none,,
Physical therapist and therapy ~ healing and strength for my knee, 22-Sep-2021, 23-Sep-2021,none,,
"Jesus, heal my knee so that I can hike! Thank you, Lord.", 21-Sep-2021, 22-Sep-2021,none,,
Keep me safe during surgery today, 20-Sep-2021, 21-Sep-2021,none,,
"Lord, help my doctors with my knee surgery", 19-Sep-2021, 20-Sep-2021,none,,
Preparation for knee replacement by techs and doctors, 15-Sep-2021, 16-Sep-2021,none,,
Install receptacles for Linda, 15-Sep-2021, 16-Sep-2021,none,,
Mastery today, 15-Sep-2021, 16-Sep-2021,none,,
"Smooth knee replacement surgery, fast healing", 14-Sep-2021, 15-Sep-2021,none,,
Karli's visit in October, 14-Sep-2021, 15-Sep-2021,none,,
May everything go well in replacing propane regulator on the Ram, 14-Sep-2021, 15-Sep-2021,none,,
Physical therapist?, 13-Sep-2021, 14-Sep-2021,none,,
Physical therapist after knee replacement?, 13-Sep-2021, 14-Sep-2021,none,,
"Prep for knee replacement: EKG, CT scan, et al", 13-Sep-2021, 14-Sep-2021,none,,
Robin's colonoscopy goes well, 13-Sep-2021, 14-Sep-2021,none,,
Fun and productive time at Casas Creative event, 13-Sep-2021, 14-Sep-2021,none,,
Pastor Glenn's renewal of family relationships during his sabbatical, 13-Sep-2021, 14-Sep-2021,none,,
Centering of Glenn's spiritual life and leadership during sabbatical, 13-Sep-2021, 14-Sep-2021,none,,
Renewal of Pastor Glenn's walk with Jesus during his sabbatical, 13-Sep-2021, 14-Sep-2021,none,,
ConvertKit Products and payments, 13-Sep-2021, 14-Sep-2021,none,,
Figuring out ConvertKit and deciding to move to it, 13-Sep-2021, 14-Sep-2021,none,,
Fast and effective recovery from knee replacement surgery, 13-Sep-2021, 14-Sep-2021,none,,
"Knee replacement surgery is fast, efficient, and effective", 13-Sep-2021, 14-Sep-2021,none,,
Smooth execution of busy schedule this week, 13-Sep-2021, 14-Sep-2021,none,,
Accompaniment to concerts at the Fox, 13-Sep-2021, 14-Sep-2021,none,,
"Install of LED lights DRLs, front turn signals on Ram", 13-Sep-2021, 14-Sep-2021,none,,
Camera team huddle with video director, 13-Sep-2021, 14-Sep-2021,none,,
PB's blog posts today, 09-Sep-2021, 10-Sep-2021,none,,
Van repairs today, 09-Sep-2021, 10-Sep-2021,none,,
Hernia surgery before the end of the year?, 09-Sep-2021, 10-Sep-2021,none,,
Hernia surgery before the end of the year?, 09-Sep-2021, 10-Sep-2021,none,,
Dishwasher repair today, 07-Sep-2021, 08-Sep-2021,none,,
Hernia doctor appointment today, 07-Sep-2021, 08-Sep-2021,none,,
Healing for Frank's ankle, 06-Sep-2021, 07-Sep-2021,none,,
Doctors' visits: hernia and knee; elbow?, 06-Sep-2021, 07-Sep-2021,none,,
Connect with Rob Hagemann, 22-Aug-2021, 23-Aug-2021,none,,
Make it safely home, 22-Aug-2021, 23-Aug-2021,none,,
Safety for Robin's travels, 19-Aug-2021, 20-Aug-2021,none,,
Safety for Robin's travels, 19-Aug-2021, 20-Aug-2021,none,,
Activity for visit to Frank's, 19-Aug-2021, 20-Aug-2021,none,,
Connection with Rob Hagemann, 19-Aug-2021, 20-Aug-2021,none,,
Satisfactory results for Mike's bimini, 12-Aug-2021, 13-Aug-2021,none,,
For a wonderful and intimate time with Ryan and Savanna, 12-Aug-2021, 13-Aug-2021,none,,
See us safely to Grand Rapids and back, 12-Aug-2021, 13-Aug-2021,none,,
"Lord, facilitate my visits with Bill and Scott", 11-Aug-2021, 12-Aug-2021,none,,
"Lord, guide us in our install of the power bimini top", 11-Aug-2021, 12-Aug-2021,none,,
Healing for Frank's ankle, 10-Aug-2021, 11-Aug-2021,none,,
Connection with Kim, 10-Aug-2021, 11-Aug-2021,none,,
Heal Frank's foot so he doesn't need a screw, 04-Aug-2021, 05-Aug-2021,none,,
Oil change in Michigan?, 03-Aug-2021, 04-Aug-2021,none,,
Help me connect with doctors in Tucson, 03-Aug-2021, 04-Aug-2021,none,,
Arrange our visits to friends and family., 03-Aug-2021, 04-Aug-2021,none,,
"My knee, Lord, what doctor?", 03-Aug-2021, 04-Aug-2021,none,,
"Lord, help us manage the black tank as we travel", 28-Jul-2021, 29-Jul-2021,none,,
"Lord, guide me on how to figure out A/B testing", 28-Jul-2021, 29-Jul-2021,none,,
"Lord, help us figure out how to advertise on FB", 28-Jul-2021, 29-Jul-2021,none,,
Time and attention to engage with Christopher as we travel, 27-Jul-2021, 28-Jul-2021,none,,
Robin to feel better as we travel, 27-Jul-2021, 28-Jul-2021,none,,
Clarity about FB play et al, 27-Jul-2021, 28-Jul-2021,none,,
Black tank and its sensor, 26-Jul-2021, 27-Jul-2021,none,,
Time and presence for walking exercise, 26-Jul-2021, 27-Jul-2021,none,,
Strengthening of my knee, 26-Jul-2021, 27-Jul-2021,none,,
Healing of my tooth surgery, 26-Jul-2021, 27-Jul-2021,none,,
Ram charging system and house batteries, 26-Jul-2021, 27-Jul-2021,none,,
Bar J Wranglers seating and parking overnight, 26-Jul-2021, 27-Jul-2021,none,,
Bar J Wranglers seating, 26-Jul-2021, 27-Jul-2021,none,,
"Pastor Ben's August devotional, it's receipt and preparation", 21-Jul-2021, 22-Jul-2021,none,,
How to support TRC during my travels., 20-Jul-2021, 21-Jul-2021,none,,
Healing and overcoming short of antibiotics, 20-Jul-2021, 21-Jul-2021,none,,
Facilitate contact with dermatologist, 20-Jul-2021, 21-Jul-2021,none,,
Facilitate contact with surgeon and CT scan, 20-Jul-2021, 21-Jul-2021,none,,
"Successful and easy dental surgery today, quick healing afterwards", 14-Jul-2021, 15-Jul-2021,none,,
"Van preparation, safety driving", 08-Jul-2021, 09-Jul-2021,none,,
"Doctor, sonogram, surgery, appointments, getting worse; Lord, help me", 08-Jul-2021, 09-Jul-2021,none,,
"Doctor, sonogram, surgery, appointments, getting worse; Lord, help me", 08-Jul-2021, 09-Jul-2021,none,,
"You Lord, facilitate my root canal to effectively repair the correct tooth", 07-Jul-2021, 08-Jul-2021,none,,
Help me in my work on Cohort 5, 07-Jul-2021, 08-Jul-2021,none,,
Guide me in wrapping up PB's devotion for July, 07-Jul-2021, 08-Jul-2021,none,,
Help me respond to Lynne's email to restore my relationships with them, 07-Jul-2021, 08-Jul-2021,none,,
Make it so that my tooth gets fixed., 05-Jul-2021, 06-Jul-2021,none,,
"Sunday services, tech team", 01-Jul-2021, 02-Jul-2021,none,,
Marie's visit on Sunday, 01-Jul-2021, 02-Jul-2021,none,,
The spare tire for the van, 01-Jul-2021, 02-Jul-2021,none,,
"Beautiful sunrise, Lord. You are awesome.", 30-Jun-2021, 01-Jul-2021,none,,
Please work out trip to San Diego for spare tire and LED headlights., 30-Jun-2021, 01-Jul-2021,none,,
"Lord, the desert needs rain. Please provide.", 30-Jun-2021, 01-Jul-2021,none,,
Thank You for a great time working with the worship team., 27-Jun-2021, 28-Jun-2021,none,,
What about a new head unit for the van?, 27-Jun-2021, 28-Jun-2021,none,,
What about a new head unit for the van?, 27-Jun-2021, 28-Jun-2021,none,,
"Lord, help me get PB's devotion for July ready", 23-Jun-2021, 24-Jun-2021,none,,
"Lord, work out all the details about the camper van spare tire et al", 23-Jun-2021, 24-Jun-2021,none,,
Help us compete the 1st phase of Responsibility-thinking course, 21-Jun-2021, 22-Jun-2021,none,,
Be with and keep me safe on my hike this morning, 21-Jun-2021, 22-Jun-2021,none,,
Get Robin ready for me during the night, 21-Jun-2021, 22-Jun-2021,none,,
What way to go with the spare tire for the van?, 21-Jun-2021, 22-Jun-2021,none,,
"Lord, we desperately could use rain", 21-Jun-2021, 22-Jun-2021,none,,
"Lord, send us rain!", 20-Jun-2021, 21-Jun-2021,none,,
All systems go for putting away the van today, 16-Jun-2021, 17-Jun-2021,none,,
"Lord, bring about the fix for the battery isolator.", 09-Jun-2021, 10-Jun-2021,none,,
Give strength and blessings to us on our hike this morning, 09-Jun-2021, 10-Jun-2021,none,,
"Lord, I want to feel better today.", 07-Jun-2021, 08-Jun-2021,none,,
"Lord, keep the van's systems working properly", 07-Jun-2021, 08-Jun-2021,none,,
"Lord, my aching tooth, help me get a dentist appointment today.", 06-Jun-2021, 07-Jun-2021,none,,
Help me with the best attitude during our Bible study, 03-Jun-2021, 04-Jun-2021,none,,
"Lord, facilitate the install of the new windshield in the Ram van", 03-Jun-2021, 04-Jun-2021,none,,
